timestamp,epoch,train_acc,test_acc,train_loss,test_loss,n_params,n_params_full,activations,train_time,prune_time,experiment
20200117T223047,43,0.9776101694915255,0.9304,0.062388753617908486,0.24757232144474983,1318486,16849994,598-34-28,20.63101628329605,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T223047,44,0.9767288135593221,0.9288,0.06403102846184777,0.24444562792778016,1318486,16849994,598-34-28,20.5631647054106,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T223047,45,0.9782372881355932,0.9295,0.06113179968906787,0.24566385000944138,1318486,16849994,598-34-28,20.607375033199787,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T223047,46,0.978864406779661,0.9328,0.05879218014967391,0.25153144374489783,1318486,16849994,598-34-28,20.52391807641834,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T223047,47,0.9787118644067797,0.9326,0.05854414459160071,0.2472844287753105,1318486,16849994,598-34-28,20.64294247329235,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T223047,48,0.9807627118644068,0.9275,0.053653798055030025,0.25809129029512407,1318486,16849994,598-34-28,20.575757391750813,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T223047,49,0.9799152542372881,0.9303,0.05395330951975311,0.2527250535786152,1318486,16849994,598-34-28,20.604328480549157,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T223047,50,0.9811186440677966,0.934,0.05271348377247736,0.23992975577712058,1318486,16849994,598-34-28,20.60685935523361,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,1,0.8415762711864406,0.8642,0.4622816935939304,0.4154156222939491,16849994,16849994,4096-64-32,34.539629101753235,28.5886588729918,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,2,0.8877966101694915,0.8971,0.30885944252802155,0.28098756819963455,6548731,16849994,1589-64-32,29.26242141239345,3.7404305171221495,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,3,0.9006271186440677,0.9056,0.27135413871225667,0.2654630243778229,5630848,16849994,1589-55-32,26.521066238172352,5.032216559164226,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,4,0.9083389830508475,0.9104,0.24771940739730658,0.2526833027601242,5629279,16849994,1589-55-29,24.93415812496096,7.459732946008444,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,5,0.9157966101694915,0.912,0.2328557830872172,0.2463904596865177,3205641,16849994,903-55-29,23.362968063913286,2.3289366755634546,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,6,0.9162372881355932,0.9181,0.22679813404457044,0.2305047869682312,2625081,16849994,903-45-29,21.452041343785822,3.4941507633775473,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,7,0.9202203389830509,0.915,0.2140214498139034,0.23883563205599784,2623349,16849994,903-45-25,20.822077864781022,3.8740055980160832,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,8,0.9252881355932203,0.9212,0.20207855931278002,0.22475139871239663,2111288,16849994,726-45-25,19.693713773973286,1.4905300242826343,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,9,0.9285932203389831,0.9193,0.19286278019012032,0.22514644861221314,2111288,16849994,726-45-25,20.39131498336792,2.897978913038969,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,10,0.9341186440677967,0.9234,0.18221342523219222,0.2163346640765667,2111288,16849994,726-45-25,20.374010363593698,3.0124299973249435,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,11,0.9344576271186441,0.9193,0.17787008287416675,0.22272533252835275,1659980,16849994,570-45-25,20.200541417114437,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,12,0.937322033898305,0.9254,0.17135668107766217,0.206378286331892,1659980,16849994,570-45-25,20.310074051842093,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,13,0.9393050847457627,0.9258,0.1641640165094602,0.21110961064696313,1659980,16849994,570-45-25,20.681832442060113,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,14,0.9415932203389831,0.926,0.1563984549336009,0.2111206091940403,1659980,16849994,570-45-25,20.581396002322435,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,15,0.9453898305084746,0.9257,0.14983595774461658,0.2068156249821186,1659980,16849994,570-45-25,20.634125731885433,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,16,0.9473559322033899,0.9303,0.1438712716481443,0.20925787836313248,1659980,16849994,570-45-25,20.68676971551031,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,17,0.9498983050847457,0.9268,0.138975604238399,0.20868250504136085,1659980,16849994,570-45-25,20.668605289421976,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,18,0.9520169491525424,0.9296,0.13102821491153563,0.20458243191242217,1659980,16849994,570-45-25,20.536009750328958,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,19,0.9516949152542373,0.9333,0.1304081872800144,0.2007302924990654,1659980,16849994,570-45-25,20.635991543531418,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,20,0.9555254237288135,0.9289,0.12157364819767111,0.20832978188991547,1659980,16849994,570-45-25,20.596352108754218,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,21,0.9566271186440678,0.933,0.11908391168562033,0.20750588551163673,1659980,16849994,570-45-25,20.560009129345417,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,22,0.957406779661017,0.9324,0.11554801616880853,0.20601392090320586,1659980,16849994,570-45-25,20.67479862179607,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,23,0.9594745762711865,0.9342,0.10988361903355788,0.20864687561988832,1659980,16849994,570-45-25,20.5957685476169,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,24,0.9608305084745763,0.931,0.1078862999392263,0.21434785425662994,1659980,16849994,570-45-25,20.567896206863225,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,25,0.9621525423728814,0.9271,0.10200929780001357,0.2196043238043785,1659980,16849994,570-45-25,20.629956097342074,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,26,0.965406779661017,0.9286,0.09781963607075356,0.22325716577470303,1659980,16849994,570-45-25,20.481034122407436,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,27,0.9651694915254238,0.9337,0.09495802763533795,0.21759348213672638,1659980,16849994,570-45-25,20.515215984545648,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,28,0.9659830508474576,0.9346,0.09304522181529615,0.2186483174562454,1659980,16849994,570-45-25,20.734458830207586,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,29,0.9665932203389831,0.9319,0.09125679706744218,0.22029484808444977,1659980,16849994,570-45-25,20.547856862656772,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,30,0.9680338983050848,0.9326,0.08727586402289443,0.22502920255064965,1659980,16849994,570-45-25,20.497548833489418,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,31,0.9688474576271187,0.9305,0.08500532665432005,0.22352011427283286,1659980,16849994,570-45-25,20.543305709958076,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,32,0.9711864406779661,0.9307,0.08041829190264314,0.22329831272363662,1659980,16849994,570-45-25,20.68299958575517,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
20200117T225210,33,0.9710847457627119,0.9332,0.07868993594074401,0.21953701376914977,1659980,16849994,570-45-25,20.596430230885744,0.0,fmnist__sv-abs-smallest_gap:1.0_steps:10_start:1_int:1
