timestamp,epoch,train_acc,test_acc,train_loss,test_loss,n_params,n_params_full,activations,train_time,prune_time,experiment
20200115T234146,1,0.8702711864406779,0.8943,0.3768590173731416,0.33425663188099863,3474595,16849994,841-64-31,36.16782507300377,9.144321471452713,fmnist_sv-zeros_0.0_30steps
20200115T234146,2,0.9097966101694915,0.9142,0.24881986406142428,0.24645741507411004,2433061,16849994,627-60-30,27.489521147683263,2.757119015790522,fmnist_sv-zeros_0.0_30steps
20200115T234146,3,0.928271186440678,0.9121,0.196821508139877,0.24434428960084914,1848284,16849994,492-58-28,26.019641682505608,2.058828637935221,fmnist_sv-zeros_0.0_30steps
20200115T234146,4,0.9379830508474576,0.9182,0.16809830455330468,0.23473244458436965,1550284,16849994,412-58-28,24.5480978731066,1.8686575405299664,fmnist_sv-zeros_0.0_30steps
20200115T234146,5,0.9494915254237288,0.9184,0.139960875261133,0.23886989206075668,1307897,16849994,366-55-28,24.520408051088452,1.6334773283451796,fmnist_sv-zeros_0.0_30steps
20200115T234146,6,0.9583559322033899,0.9142,0.11785637548161765,0.25114224627614024,1158988,16849994,324-55-27,23.167901070788503,1.5193652361631393,fmnist_sv-zeros_0.0_30steps
20200115T234146,7,0.9658474576271187,0.9215,0.09861061795598874,0.2345072165131569,1026998,16849994,292-54-27,22.720240431837738,1.3631733180955052,fmnist_sv-zeros_0.0_30steps
20200115T234146,8,0.9719830508474576,0.9196,0.08130746197460567,0.25268897265195844,915628,16849994,270-52-27,22.592521462589502,1.4513019109144807,fmnist_sv-zeros_0.0_30steps
20200115T234146,9,0.9757457627118644,0.9223,0.07046114669134051,0.2492709845304489,825955,16849994,253-50-27,21.884011783637106,1.3614393342286348,fmnist_sv-zeros_0.0_30steps
20200115T234146,10,0.9778474576271187,0.922,0.06398858231318705,0.25941850543022155,764430,16849994,234-50-26,21.39095390588045,1.36229217518121,fmnist_sv-zeros_0.0_30steps
20200115T234146,11,0.9836271186440678,0.922,0.05078014214917765,0.25704460516572,670492,16849994,209-49-26,20.745969276875257,1.158042224124074,fmnist_sv-zeros_0.0_30steps
20200115T234146,12,0.9863220338983051,0.9208,0.046089763427942486,0.27110507488250735,632199,16849994,201-48-26,20.741365551948547,1.0965092461556196,fmnist_sv-zeros_0.0_30steps
20200115T234146,13,0.9875084745762712,0.9189,0.04027753244943412,0.2887538395822048,595179,16849994,189-48-26,20.672659468837082,1.089283687993884,fmnist_sv-zeros_0.0_30steps
20200115T234146,14,0.9902033898305085,0.9207,0.03425393408180167,0.2860245659947395,564329,16849994,179-48-26,20.39462754316628,1.010699656791985,fmnist_sv-zeros_0.0_30steps
20200115T234146,15,0.9936271186440678,0.9166,0.025017202912308908,0.2902603201568127,534510,16849994,173-47-26,20.344014746136963,1.1135402023792267,fmnist_sv-zeros_0.0_30steps
